Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Windows Administrator,60%,121,812,0.1490147783251231,Data & IT
Windows System Administrator,60%,121,812,0.1490147783251231,Data & IT
Registered Dental Assistant,60%,42,360,0.1166666666666666,Medical & Healthcare
Registered Medical Assistant,60%,43,364,0.1181318681318681,Medical & Healthcare
Surgical Assistant,60%,44,375,0.1173333333333333,Medical & Healthcare
Carpet Cleaner,60%,6,133,0.0451127819548872,Administrative & Clerical
Custodian,60%,8,151,0.0529801324503311,Administrative & Clerical
General Laborer,60%,9,138,0.0652173913043478,Construction
Housekeeping Attendant,60%,9,138,0.0652173913043478,Administrative & Clerical
Assembly Line Worker,60%,39,315,0.1238095238095238,Construction
Assembly Worker,60%,37,303,0.1221122112211221,Construction
Forklift,60%,22,166,0.1325301204819277,Construction
Master Control Operator,60%,120,1201,0.0999167360532889,Construction
Curriculum Designer,60%,170,1325,0.1283018867924528,Data & IT
Curriculum Specialist,60%,164,1213,0.1352019785655399,Data & IT
Epic Trainer,60%,109,900,0.1211111111111111,Data & IT
Virtual Teacher,60%,121,1037,0.1166827386692381,Data & IT
3D Modeler,60%,204,1735,0.117579250720461,Data & IT
Compositor,60%,193,1696,0.1137971698113207,Data & IT
Fx Artist,60%,190,1638,0.115995115995116,Data & IT
Game Developer,60%,211,1781,0.1184727681078046,Data & IT
Accessioner,60%,46,410,0.1121951219512195,Medical & Healthcare
Autopsy Assistant,60%,37,347,0.1066282420749279,Medical & Healthcare
Certified Surgical Technologist,60%,43,378,0.1137566137566137,Medical & Healthcare
Contact Tracing,60%,94,604,0.1556291390728476,Medical & Healthcare
Director Of Nursing,60%,72,622,0.1157556270096463,Medical & Healthcare
Design Engineer,60%,143,1047,0.1365807067812798,Data & IT
Business Management Consultant,60%,143,984,0.1453252032520325,Leadership & Strategy
General Labor,60%,19,409,0.0464547677261613,Construction
General Worker,60%,19,409,0.0464547677261613,Construction
Tax Analyst,60%,161,1162,0.1385542168674698,Administrative & Clerical
Appointment Setter,60%,116,1026,0.1130604288499025,Sales & Marketing
Survey Technician,60%,101,809,0.1248454882571075,Construction
Accountant,60%,117,966,0.1211180124223602,Administrative & Clerical
Claims Auditor,60%,127,947,0.1341077085533263,Administrative & Clerical
Loan Underwriter,60%,121,949,0.1275026343519494,Administrative & Clerical
Tax Accountant,60%,130,1026,0.1267056530214425,Administrative & Clerical
Coding Specialist,60%,138,1094,0.1261425959780621,Data & IT
Biztalk Developer,60%,138,1072,0.1287313432835821,Data & IT
Report Analyst,60%,182,1339,0.1359223300970873,Data & IT
Revenue Cycle Analyst,60%,149,1055,0.1412322274881516,Administrative & Clerical
Cloud Architect,60%,142,1039,0.136669874879692,Data & IT
Data Technician,60%,145,1037,0.1398264223722276,Data & IT
Database Specialist,60%,159,1116,0.1424731182795699,Data & IT
Financial Data Analyst,60%,196,1403,0.1397006414825374,Data & IT
Sql Database Administrator,60%,149,1090,0.136697247706422,Data & IT
Process Server,60%,65,661,0.0983358547655068,Administrative & Clerical
Game Designer,60%,171,1413,0.1210191082802547,Data & IT
Embryologist,60%,50,569,0.0878734622144112,Medical & Healthcare
Medical Office Assistant,60%,90,858,0.1048951048951049,Medical & Healthcare
Customs Broker,60%,123,918,0.1339869281045751,Supply Chain & Logistics
Import Coordinator,60%,129,935,0.1379679144385026,Supply Chain & Logistics
Import Specialist,60%,127,931,0.1364124597207304,Supply Chain & Logistics
Merchandising Coordinator,60%,162,1111,0.1458145814581458,Supply Chain & Logistics
Purchaser,59%,142,1024,0.138671875,Supply Chain & Logistics
Retail Buyer,58%,158,1126,0.1403197158081705,Supply Chain & Logistics
Assistant Producer,57%,118,924,0.1277056277056277,Communication & PR
Communications Consultant,57%,139,1033,0.1345595353339787,Communication & PR
Content Producer,57%,216,1506,0.1434262948207171,Communication & PR
Clinical Project Manager,57%,121,942,0.1284501061571125,Medical & Healthcare
Environmental Project Manager,55%,110,869,0.1265822784810126,Construction
Clerk,55%,85,830,0.1024096385542168,Administrative & Clerical
Commodity Buyer,55%,147,1117,0.1316025067144136,Supply Chain & Logistics
Infrastructure Analyst,55%,148,1095,0.1351598173515981,Data & IT
Landscape Architect,55%,89,1074,0.0828677839851024,Construction
Associate Creative Director,55%,147,1115,0.1318385650224215,Communication & PR
Claims Manager,55%,124,956,0.1297071129707113,Administrative & Clerical
Administration Manager,55%,111,1059,0.1048158640226629,Administrative & Clerical
Department Assistant,55%,101,947,0.1066525871172122,Administrative & Clerical
Document Specialist,55%,111,911,0.1218441273326015,Administrative & Clerical
Executive Administrator,55%,105,979,0.1072522982635342,Administrative & Clerical
Front Desk Assistant,55%,91,815,0.1116564417177914,Administrative & Clerical
Implementation Specialist,55%,155,1219,0.1271534044298605,Data & IT
Avionics Technician,55%,73,638,0.1144200626959247,Data & IT
Custodial Worker,55%,44,485,0.090721649484536,Administrative & Clerical
Dock Worker,55%,46,486,0.0946502057613168,Supply Chain & Logistics
Facilities Maintenance,55%,66,578,0.1141868512110726,Construction
Fiber Optic Splicer,55%,67,629,0.1065182829888712,Construction
Fiber Optic Technician,55%,68,632,0.1075949367088607,Construction
Analyst,55%,162,1144,0.1416083916083916,Data & IT
Customer Care Representative,55%,121,1083,0.1117266851338873,Administrative & Clerical
Proposal Manager,55%,169,1340,0.1261194029850746,Data & IT
Sales Development Representative,55%,165,1417,0.1164431898376852,Sales & Marketing
Mathematician,55%,75,736,0.1019021739130434,Data & IT
Aerospace Engineer,55%,89,749,0.1188251001335113,Data & IT
Cad Designer,55%,124,1265,0.0980237154150197,Construction
Child Psychologist,55%,52,581,0.0895008605851979,Medical & Healthcare
Criminalist,55%,73,670,0.108955223880597,Law Enforcement
Forensic Engineer,55%,85,747,0.1137884872824631,Law Enforcement
Forensic Specialist,55%,85,743,0.1144010767160161,Law Enforcement
Security Manager,55%,101,833,0.1212484993997599,Law Enforcement
Edi Developer,55%,114,746,0.1528150134048257,Data & IT
Embedded Software Engineer,55%,117,763,0.1533420707732634,Data & IT
Financial Systems Analyst,55%,163,1195,0.1364016736401673,Data & IT
Fpga Design Engineer,55%,130,998,0.1302605210420841,Data & IT
It Security Engineer,55%,139,1071,0.1297852474323062,Data & IT
Linux System Engineer,55%,143,1061,0.1347785108388313,Data & IT
Network Engineer,55%,141,1049,0.1344137273593899,Data & IT
Network Security Engineer,55%,142,1056,0.1344696969696969,Data & IT
Network Support Engineer,55%,141,1049,0.1344137273593899,Data & IT
Network Systems Engineer,55%,141,1049,0.1344137273593899,Data & IT
Senior Systems Analyst,55%,155,1123,0.1380231522707034,Data & IT
System Engineer,55%,143,1058,0.1351606805293005,Data & IT
Systems Engineer,55%,144,1062,0.135593220338983,Data & IT
Business Controller,55%,126,1017,0.1238938053097345,Administrative & Clerical
Delivery Manager,55%,138,1036,0.1332046332046332,Supply Chain & Logistics
Tax Associate,55%,128,1017,0.1258603736479842,Administrative & Clerical
Medical Administrative Specialist,55%,101,919,0.1099020674646354,Medical & Healthcare
Tax Professional,55%,128,1017,0.1258603736479842,Administrative & Clerical
Insurance Producer,55%,110,853,0.1289566236811254,Sales & Marketing
Specialist,55%,169,1195,0.1414225941422594,Medical & Healthcare
Contracts Manager,55%,130,985,0.1319796954314721,Administrative & Clerical
Billing Manager,55%,175,1434,0.1220362622036262,Administrative & Clerical
Sourcing Analyst,55%,151,1204,0.1254152823920265,Supply Chain & Logistics
Auto Sales,55%,147,1318,0.1115326251896813,Sales & Marketing
Inside Sales Associate,55%,193,1720,0.1122093023255813,Sales & Marketing
Inside Sales Representative,55%,192,1716,0.1118881118881118,Sales & Marketing
Insurance Sales Agent,55%,179,1628,0.1099508599508599,Sales & Marketing
National Account Executive,55%,115,1014,0.1134122287968441,Sales & Marketing
Pharmaceutical Sales Representative,55%,120,1045,0.1148325358851674,Sales & Marketing
Sales Account Executive,55%,117,1018,0.1149312377210216,Sales & Marketing
Sales Agent,55%,118,1034,0.1141199226305609,Sales & Marketing
Nurse Aide,55%,49,439,0.1116173120728929,Medical & Healthcare
Nurse Technician,55%,50,447,0.1118568232662192,Medical & Healthcare
Nursing Attendant,55%,54,480,0.1125,Medical & Healthcare
Traveling Nurse,55%,52,533,0.0975609756097561,Medical & Healthcare
Bookseller,55%,81,661,0.1225416036308623,Sales & Marketing
Freelance Translator,55%,133,1125,0.1182222222222222,Data & IT
Applications Engineer,55%,177,1302,0.1359447004608295,Data & IT
Digital Marketing,55%,236,1946,0.1212744090441932,Sales & Marketing
Digital Marketing Analyst,55%,240,1911,0.1255886970172684,Sales & Marketing
Digital Marketing Consultant,55%,238,1911,0.1245421245421245,Sales & Marketing
Digital Marketing Coordinator,55%,241,1923,0.12532501300052,Sales & Marketing
Digital Marketing Manager,55%,240,1920,0.125,Sales & Marketing
Digital Marketing Specialist,55%,241,1923,0.12532501300052,Sales & Marketing
Digital Marketing Strategist,55%,238,1912,0.1244769874476987,Sales & Marketing
Email Marketing Specialist,55%,232,1857,0.1249326871297792,Sales & Marketing
Marketing Automation Specialist,55%,201,1931,0.1040911444847229,Sales & Marketing
Marketing Consultant,55%,200,1637,0.1221747098350641,Sales & Marketing
Marketing Operations Manager,55%,165,1338,0.1233183856502242,Sales & Marketing
Social Media Analyst,55%,247,2115,0.1167848699763593,Sales & Marketing
Social Media Consultant,55%,241,2114,0.1140018921475875,Sales & Marketing
Social Media Marketing,55%,259,2183,0.1186440677966101,Sales & Marketing
Vice President Of Marketing,55%,132,976,0.1352459016393442,Sales & Marketing
Vp Marketing,54%,136,981,0.1386340468909276,Sales & Marketing
Business Project Manager,53%,207,1602,0.1292134831460674,Data & IT
Commercial Project Manager,53%,197,1459,0.1350239890335846,Data & IT
Implementation Project Manager,53%,206,1608,0.1281094527363184,Data & IT
Marketing Project Manager,52%,178,1396,0.1275071633237822,Sales & Marketing
Pmo Manager,52%,148,1192,0.1241610738255033,Data & IT
Product Marketing Manager,51%,173,1350,0.1281481481481481,Sales & Marketing
Project Controller,51%,155,1215,0.1275720164609053,Data & IT
Senior Product Manager,50%,161,1257,0.1280827366746221,Sales & Marketing
Dealer,50%,54,369,0.1463414634146341,Sales & Marketing
Personal Shopper,50%,71,543,0.1307550644567219,Sales & Marketing
Store Shopper,50%,64,529,0.1209829867674858,Sales & Marketing
Electrical Engineer,50%,130,847,0.153482880755608,Construction
Fabrication Manager,50%,114,805,0.1416149068322981,Construction
Quantity Surveyor,50%,80,636,0.1257861635220125,Construction
Surveyor,50%,80,680,0.1176470588235294,Construction
Commercial Underwriter,50%,179,1514,0.118229854689564,Administrative & Clerical
Insurance Analyst,50%,186,1529,0.1216481360366252,Administrative & Clerical
Licensed Insurance Agent,50%,104,846,0.1229314420803782,Sales & Marketing
Property Claims Adjuster,50%,91,766,0.118798955613577,Administrative & Clerical
Healthcare Consultant,50%,190,1528,0.1243455497382199,Medical & Healthcare
Medical Administrative Assistant,50%,115,848,0.1356132075471698,Medical & Healthcare
Medical Consultant,50%,100,779,0.128369704749679,Medical & Healthcare
Medical Office Specialist,50%,117,887,0.1319052987598647,Medical & Healthcare
Patient Account Representative,50%,103,813,0.1266912669126691,Medical & Healthcare
Pharmacy Technician Trainee,50%,48,501,0.0958083832335329,Medical & Healthcare
Eligibility Specialist,50%,154,1110,0.1387387387387387,Medical & Healthcare
Eligibility Worker,50%,153,1109,0.1379621280432822,Medical & Healthcare
Mail Carrier,50%,41,390,0.1051282051282051,Supply Chain & Logistics
Professional Organizer,50%,61,488,0.125,Administrative & Clerical
Buyer Planner,50%,183,1289,0.1419705197827773,Supply Chain & Logistics
Export Specialist,50%,167,1167,0.143101970865467,Supply Chain & Logistics
Gas Controller,50%,122,802,0.1521197007481296,Supply Chain & Logistics
Logistics Assistant,50%,139,1138,0.1221441124780316,Supply Chain & Logistics
Materials Coordinator,50%,135,974,0.1386036960985626,Supply Chain & Logistics
Procurement Specialist,50%,150,1190,0.1260504201680672,Supply Chain & Logistics
Purchasing Analyst,50%,147,1149,0.1279373368146214,Supply Chain & Logistics
Service Manager,50%,114,911,0.1251372118551043,Leadership & Strategy
Sourcing Specialist,50%,148,1195,0.1238493723849372,Supply Chain & Logistics
Assistant Media Planner,50%,206,1797,0.1146355036171396,Sales & Marketing
Broadcast Producer,50%,179,1516,0.1180738786279683,Sales & Marketing
Communications Associate,50%,207,1797,0.1151919866444073,Communication & PR
Digital Media Specialist,50%,286,2430,0.1176954732510288,Sales & Marketing
Video Coordinator,50%,206,1660,0.1240963855421686,Sales & Marketing
Etl Tester,50%,159,1100,0.1445454545454545,Data & IT
Qa Tester,50%,280,2236,0.1252236135957066,Data & IT
Quality Assurance Tester,50%,280,2236,0.1252236135957066,Data & IT
Software Qa Engineer,50%,277,2231,0.1241595696996862,Data & IT
Software Quality Assurance,50%,275,2220,0.1238738738738738,Data & IT
Software Quality Assurance Engineer,50%,276,2219,0.124380351509689,Data & IT
Software Test Engineer,50%,272,2209,0.1231326392032594,Data & IT
Software Tester,50%,272,2209,0.1231326392032594,Data & IT
Test Analyst,50%,252,2050,0.1229268292682926,Data & IT
Test Engineer,50%,130,986,0.1318458417849898,Data & IT
Tester,50%,134,1008,0.1329365079365079,Data & IT
Java Consultant,50%,186,1290,0.1441860465116279,Data & IT
CPR Instructor,50%,64,489,0.130879345603272,Medical & Healthcare
Community Health Educator,50%,155,1155,0.1341991341991342,Medical & Healthcare
Curriculum Developer,50%,157,1406,0.1116642958748222,Communication & PR
Day Care Teacher,50%,74,566,0.1307420494699646,Communication & PR
Early Childhood Teacher,50%,73,562,0.1298932384341637,Communication & PR
Educational Consultant,50%,162,1458,0.1111111111111111,Communication & PR
Flight Instructor,50%,55,399,0.137844611528822,Medical & Healthcare
Training Consultant,50%,125,930,0.1344086021505376,Communication & PR
3D Animator,50%,132,1041,0.1268011527377521,Data & IT
3D Artist,50%,156,1190,0.1310924369747899,Data & IT
Architectural Draftsman,50%,137,932,0.1469957081545064,Construction
Digital Artist,50%,240,2063,0.116335433834222,Data & IT
Draftsman,50%,149,1375,0.1083636363636363,Construction
Graphic Artist,50%,238,2083,0.114258281325012,Data & IT
CNA,50%,31,233,0.1330472103004291,Medical & Healthcare
Clinical Pharmacist,50%,93,745,0.1248322147651006,Medical & Healthcare
Compounder,50%,59,487,0.1211498973305954,Medical & Healthcare
Dental Ceramist,50%,49,365,0.1342465753424657,Medical & Healthcare
Dental Lab Technician,50%,49,347,0.1412103746397694,Medical & Healthcare
Dental Technician,50%,50,350,0.1428571428571428,Medical & Healthcare
Dialysis Technician,50%,54,491,0.109979633401222,Medical & Healthcare
Hemodialysis Technician,50%,49,397,0.1234256926952141,Medical & Healthcare
Hospital Cleaner,50%,20,240,0.0833333333333333,Medical & Healthcare
Hospital Pharmacist,50%,86,727,0.1182943603851444,Medical & Healthcare
Medical Assembler,50%,54,493,0.1095334685598377,Medical & Healthcare
Programmer,50%,218,1891,0.1152829190904283,Data & IT
Senior Programmer,50%,217,1894,0.114572333685322,Data & IT
Software Programmer,50%,219,1900,0.1152631578947368,Data & IT
Web Programmer,50%,148,1080,0.137037037037037,Data & IT
Cognos Developer,50%,161,1098,0.1466302367941712,Data & IT
Pricing Analyst,50%,144,1055,0.1364928909952606,Sales & Marketing
Sap Business Analyst,50%,196,1580,0.1240506329113924,Data & IT
Business Data Analyst,50%,207,1500,0.138,Data & IT
Senior Design Engineer,50%,163,1621,0.1005552128315854,Construction
Ux Designer,50%,129,993,0.1299093655589124,Data & IT
Hris Analyst,50%,175,1363,0.1283932501834189,Data & IT
Talent Acquisition,50%,126,1096,0.114963503649635,Leadership & Strategy
Talent Acquisition Manager,50%,125,1095,0.1141552511415525,Leadership & Strategy
Talent Acquisition Specialist,50%,126,1096,0.114963503649635,Leadership & Strategy
Paralegal,50%,144,982,0.1466395112016293,Law Enforcement
Title Examiner,50%,124,938,0.1321961620469083,Law Enforcement
Fundraiser,50%,164,1393,0.1177315147164393,Sales & Marketing
Underwriting Assistant,50%,126,957,0.1316614420062695,Administrative & Clerical
Analytical Scientist,50%,124,912,0.1359649122807017,Data & IT
