Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Impact_Level
Supply Chain Coordinator,0.6,157,1200,0.1308333333333333,Supply Chain & Logistics,Moderate
Supply Coordinator,0.6,156,1196,0.1304347826086956,Supply Chain & Logistics,Moderate
Assignment Editor,0.6,148,1187,0.1246840775063184,Communication & PR,Moderate
Front Desk Agent,0.6,108,878,0.123006833712984,Hospitality,Moderate
Radio Operator,0.6,124,890,0.1393258426966292,Communication & PR,Moderate
Manual Qa Tester,0.6,121,1053,0.1149097815764482,Data & IT,Moderate
Manual Tester,0.6,121,1016,0.1190944881889763,Data & IT,Moderate
Coldfusion Developer,0.6,108,735,0.1469387755102041,Data & IT,Moderate
Computer Scientist,0.6,118,779,0.1514762516046213,Data & IT,Moderate
Drupal Developer,0.6,108,776,0.1391752577319587,Data & IT,Moderate
Java,0.6,103,740,0.1391891891891891,Data & IT,Moderate
Java Developer,0.6,109,769,0.141742522756827,Data & IT,Moderate
Java Engineer,0.6,110,796,0.1381909547738693,Data & IT,Moderate
Java Programmer,0.6,110,796,0.1381909547738693,Data & IT,Moderate
Java Software Developer,0.6,110,796,0.1381909547738693,Data & IT,Moderate
Home Inspector,0.6,69,521,0.1324376199616123,Construction,Moderate
Biomedical Engineer,0.6,102,732,0.1393442622950819,Medical & Healthcare,Moderate
Biotechnology,0.6,97,694,0.1397694524495677,Medical & Healthcare,Moderate
Environmental Engineer,0.6,115,757,0.1519154557463672,Construction,Moderate
Industrial Organizational Psychologist,0.6,90,685,0.1313868613138686,Medical & Healthcare,Moderate
Accounts Payable,0.6,154,1154,0.1334488734835355,Administrative & Clerical,Moderate
Auditor,0.6,162,1260,0.1285714285714285,Administrative & Clerical,Moderate
Budget Analyst,0.6,165,1165,0.1416309012875536,Administrative & Clerical,Moderate
Collection Agent,0.6,173,1283,0.1348402182385035,Administrative & Clerical,Moderate
Collection Representative,0.6,181,1646,0.1099635479951397,Administrative & Clerical,Moderate
Collection Specialist,0.6,184,1663,0.1106434155141311,Administrative & Clerical,Moderate
Collections Specialist,0.6,184,1663,0.1106434155141311,Administrative & Clerical,Moderate
Compliance Auditor,0.6,190,1329,0.1429646350639578,Medical & Healthcare,Moderate
Cost Controller,0.6,195,1655,0.1178247734138972,Administrative & Clerical,Moderate
Credit Controller,0.6,192,1647,0.116575591985428,Administrative & Clerical,Moderate
Debt Collector,0.6,182,1357,0.1341193809874723,Administrative & Clerical,Moderate
Exchange Engineer,0.6,149,1158,0.1286701208981001,Data & IT,Moderate
Financial Engineer,0.6,192,1635,0.1174311926605504,Data & IT,Moderate
Financial Examiner,0.6,192,1325,0.1449056603773585,Administrative & Clerical,Moderate
Loan Closer,0.6,178,1593,0.1117388575015693,Administrative & Clerical,Moderate
Mortgage Closer,0.6,149,1193,0.1248952221290863,Administrative & Clerical,Moderate
Mortgage Loan Closer,0.6,149,1193,0.1248952221290863,Administrative & Clerical,Moderate
Processor,0.6,131,1133,0.115622241835834,Administrative & Clerical,Moderate
Trader,0.6,161,1479,0.1088573360378634,Sales & Marketing,Moderate
Treasury Accountant,0.6,183,1563,0.1170825335892514,Administrative & Clerical,Moderate
Clinical Analyst,0.6,201,1666,0.1206482593037214,Medical & Healthcare,Moderate
Meter Reader,0.6,28,240,0.1166666666666666,Administrative & Clerical,Moderate
Gas Station Attendant,0.6,28,239,0.1171548117154811,Administrative & Clerical,Moderate
Lactation Consultant,0.6,72,540,0.1333333333333333,Medical & Healthcare,Moderate
Ticket Taker,0.6,54,349,0.154727793696275,Hospitality,Moderate
Usher,0.6,52,355,0.1464788732394366,Hospitality,Moderate
911 Dispatcher,0.6,133,1008,0.1319444444444444,Law Enforcement,Moderate
911 Operator,0.6,133,1007,0.1320754716981132,Law Enforcement,Moderate
Fingerprint Technician,0.6,116,1076,0.1078066914498141,Law Enforcement,Moderate
Forensic Examiner,0.6,125,1385,0.0902527075812274,Law Enforcement,Moderate
Forensic Scientist,0.6,129,1396,0.0924068767908309,Law Enforcement,Moderate
Intelligence,0.6,148,1439,0.1028492008339124,Law Enforcement,Moderate
Military Analyst,0.6,168,1517,0.1107448912326961,Law Enforcement,Moderate
Safety Coordinator,0.6,1,2,0.5,Law Enforcement,Moderate
Security Technician,0.6,117,854,0.1370023419203747,Law Enforcement,Moderate
Skip Tracer,0.6,103,745,0.138255033557047,Law Enforcement,Moderate
Information Analyst,0.6,155,1192,0.1300335570469798,Data & IT,Moderate
Information Specialist,0.6,153,1186,0.1290050590219224,Data & IT,Moderate
Network Systems Administrator,0.6,126,1371,0.0919037199124726,Data & IT,Moderate
Senior Systems Engineer,0.6,129,1344,0.0959821428571428,Data & IT,Moderate
Software Engineer,0.6,133,1342,0.0991058122205663,Data & IT,Moderate
Systems Administrator,0.6,132,1398,0.0944206008583691,Data & IT,Moderate
Systems Analyst,0.6,168,1558,0.1078305519897304,Data & IT,Moderate
Unix Administrator,0.6,125,1355,0.092250922509225,Data & IT,Moderate
Unix System Administrator,0.6,121,1340,0.0902985074626865,Data & IT,Moderate
Vmware Administrator,0.6,125,1355,0.092250922509225,Data & IT,Moderate
Windows Administrator,0.6,121,812,0.1490147783251231,Data & IT,Moderate
Windows System Administrator,0.6,121,812,0.1490147783251231,Data & IT,Moderate
Registered Dental Assistant,0.6,42,360,0.1166666666666666,Medical & Healthcare,Moderate
Registered Medical Assistant,0.6,43,364,0.1181318681318681,Medical & Healthcare,Moderate
Surgical Assistant,0.6,44,375,0.1173333333333333,Medical & Healthcare,Moderate
Carpet Cleaner,0.6,6,133,0.0451127819548872,Administrative & Clerical,Moderate
Custodian,0.6,8,151,0.0529801324503311,Administrative & Clerical,Moderate
General Laborer,0.6,9,138,0.0652173913043478,Construction,Moderate
Housekeeping Attendant,0.6,9,138,0.0652173913043478,Administrative & Clerical,Moderate
Assembly Line Worker,0.6,39,315,0.1238095238095238,Construction,Moderate
Assembly Worker,0.6,37,303,0.1221122112211221,Construction,Moderate
Forklift,0.6,22,166,0.1325301204819277,Construction,Moderate
Master Control Operator,0.6,120,1201,0.0999167360532889,Construction,Moderate
Curriculum Designer,0.6,170,1325,0.1283018867924528,Data & IT,Moderate
Curriculum Specialist,0.6,164,1213,0.1352019785655399,Data & IT,Moderate
Epic Trainer,0.6,109,900,0.1211111111111111,Data & IT,Moderate
Virtual Teacher,0.6,121,1037,0.1166827386692381,Data & IT,Moderate
3D Modeler,0.6,204,1735,0.117579250720461,Data & IT,Moderate
Compositor,0.6,193,1696,0.1137971698113207,Data & IT,Moderate
Fx Artist,0.6,190,1638,0.115995115995116,Data & IT,Moderate
Game Developer,0.6,211,1781,0.1184727681078046,Data & IT,Moderate
Accessioner,0.6,46,410,0.1121951219512195,Medical & Healthcare,Moderate
Autopsy Assistant,0.6,37,347,0.1066282420749279,Medical & Healthcare,Moderate
Certified Surgical Technologist,0.6,43,378,0.1137566137566137,Medical & Healthcare,Moderate
Contact Tracing,0.6,94,604,0.1556291390728476,Medical & Healthcare,Moderate
Director Of Nursing,0.6,72,622,0.1157556270096463,Medical & Healthcare,Moderate
Design Engineer,0.6,143,1047,0.1365807067812798,Data & IT,Moderate
Business Management Consultant,0.6,143,984,0.1453252032520325,Leadership & Strategy,Moderate
General Labor,0.6,19,409,0.0464547677261613,Construction,Moderate
General Worker,0.6,19,409,0.0464547677261613,Construction,Moderate
Tax Analyst,0.6,161,1162,0.1385542168674698,Administrative & Clerical,Moderate
Appointment Setter,0.6,116,1026,0.1130604288499025,Sales & Marketing,Moderate
Survey Technician,0.6,101,809,0.1248454882571075,Construction,Moderate
Accountant,0.6,117,966,0.1211180124223602,Administrative & Clerical,Moderate
Claims Auditor,0.6,127,947,0.1341077085533263,Administrative & Clerical,Moderate
Loan Underwriter,0.6,121,949,0.1275026343519494,Administrative & Clerical,Moderate
Tax Accountant,0.6,130,1026,0.1267056530214425,Administrative & Clerical,Moderate
Coding Specialist,0.6,138,1094,0.1261425959780621,Data & IT,Moderate
Biztalk Developer,0.6,138,1072,0.1287313432835821,Data & IT,Moderate
Report Analyst,0.6,182,1339,0.1359223300970873,Data & IT,Moderate
Revenue Cycle Analyst,0.6,149,1055,0.1412322274881516,Administrative & Clerical,Moderate
Cloud Architect,0.6,142,1039,0.136669874879692,Data & IT,Moderate
Data Technician,0.6,145,1037,0.1398264223722276,Data & IT,Moderate
Database Specialist,0.6,159,1116,0.1424731182795699,Data & IT,Moderate
Financial Data Analyst,0.6,196,1403,0.1397006414825374,Data & IT,Moderate
Sql Database Administrator,0.6,149,1090,0.136697247706422,Data & IT,Moderate
Process Server,0.6,65,661,0.0983358547655068,Administrative & Clerical,Moderate
Game Designer,0.6,171,1413,0.1210191082802547,Data & IT,Moderate
Embryologist,0.6,50,569,0.0878734622144112,Medical & Healthcare,Moderate
Medical Office Assistant,0.6,90,858,0.1048951048951049,Medical & Healthcare,Moderate
Customs Broker,0.6,123,918,0.1339869281045751,Supply Chain & Logistics,Moderate
Import Coordinator,0.6,129,935,0.1379679144385026,Supply Chain & Logistics,Moderate
Import Specialist,0.6,127,931,0.1364124597207304,Supply Chain & Logistics,Moderate
Merchandising Coordinator,0.6,162,1111,0.1458145814581458,Supply Chain & Logistics,Moderate
Purchaser,0.59,142,1024,0.138671875,Supply Chain & Logistics,Moderate
Retail Buyer,0.58,158,1126,0.1403197158081705,Supply Chain & Logistics,Moderate
Assistant Producer,0.57,118,924,0.1277056277056277,Communication & PR,Moderate
Communications Consultant,0.57,139,1033,0.1345595353339787,Communication & PR,Moderate
Content Producer,0.57,216,1506,0.1434262948207171,Communication & PR,Moderate
Clinical Project Manager,0.57,121,942,0.1284501061571125,Medical & Healthcare,Moderate
Environmental Project Manager,0.55,110,869,0.1265822784810126,Construction,Moderate
Clerk,0.55,85,830,0.1024096385542168,Administrative & Clerical,Moderate
Commodity Buyer,0.55,147,1117,0.1316025067144136,Supply Chain & Logistics,Moderate
Infrastructure Analyst,0.55,148,1095,0.1351598173515981,Data & IT,Moderate
Landscape Architect,0.55,89,1074,0.0828677839851024,Construction,Moderate
Associate Creative Director,0.55,147,1115,0.1318385650224215,Communication & PR,Moderate
Claims Manager,0.55,124,956,0.1297071129707113,Administrative & Clerical,Moderate
Administration Manager,0.55,111,1059,0.1048158640226629,Administrative & Clerical,Moderate
Department Assistant,0.55,101,947,0.1066525871172122,Administrative & Clerical,Moderate
Document Specialist,0.55,111,911,0.1218441273326015,Administrative & Clerical,Moderate
Executive Administrator,0.55,105,979,0.1072522982635342,Administrative & Clerical,Moderate
Front Desk Assistant,0.55,91,815,0.1116564417177914,Administrative & Clerical,Moderate
Implementation Specialist,0.55,155,1219,0.1271534044298605,Data & IT,Moderate
Avionics Technician,0.55,73,638,0.1144200626959247,Data & IT,Moderate
Custodial Worker,0.55,44,485,0.090721649484536,Administrative & Clerical,Moderate
Dock Worker,0.55,46,486,0.0946502057613168,Supply Chain & Logistics,Moderate
Facilities Maintenance,0.55,66,578,0.1141868512110726,Construction,Moderate
Fiber Optic Splicer,0.55,67,629,0.1065182829888712,Construction,Moderate
Fiber Optic Technician,0.55,68,632,0.1075949367088607,Construction,Moderate
Analyst,0.55,162,1144,0.1416083916083916,Data & IT,Moderate
Customer Care Representative,0.55,121,1083,0.1117266851338873,Administrative & Clerical,Moderate
Proposal Manager,0.55,169,1340,0.1261194029850746,Data & IT,Moderate
Sales Development Representative,0.55,165,1417,0.1164431898376852,Sales & Marketing,Moderate
Mathematician,0.55,75,736,0.1019021739130434,Data & IT,Moderate
Aerospace Engineer,0.55,89,749,0.1188251001335113,Data & IT,Moderate
Cad Designer,0.55,124,1265,0.0980237154150197,Construction,Moderate
Child Psychologist,0.55,52,581,0.0895008605851979,Medical & Healthcare,Moderate
Criminalist,0.55,73,670,0.108955223880597,Law Enforcement,Moderate
Forensic Engineer,0.55,85,747,0.1137884872824631,Law Enforcement,Moderate
Forensic Specialist,0.55,85,743,0.1144010767160161,Law Enforcement,Moderate
Security Manager,0.55,101,833,0.1212484993997599,Law Enforcement,Moderate
Edi Developer,0.55,114,746,0.1528150134048257,Data & IT,Moderate
Embedded Software Engineer,0.55,117,763,0.1533420707732634,Data & IT,Moderate
Financial Systems Analyst,0.55,163,1195,0.1364016736401673,Data & IT,Moderate
Fpga Design Engineer,0.55,130,998,0.1302605210420841,Data & IT,Moderate
It Security Engineer,0.55,139,1071,0.1297852474323062,Data & IT,Moderate
Linux System Engineer,0.55,143,1061,0.1347785108388313,Data & IT,Moderate
Network Engineer,0.55,141,1049,0.1344137273593899,Data & IT,Moderate
Network Security Engineer,0.55,142,1056,0.1344696969696969,Data & IT,Moderate
Network Support Engineer,0.55,141,1049,0.1344137273593899,Data & IT,Moderate
Network Systems Engineer,0.55,141,1049,0.1344137273593899,Data & IT,Moderate
Senior Systems Analyst,0.55,155,1123,0.1380231522707034,Data & IT,Moderate
System Engineer,0.55,143,1058,0.1351606805293005,Data & IT,Moderate
Systems Engineer,0.55,144,1062,0.135593220338983,Data & IT,Moderate
Business Controller,0.55,126,1017,0.1238938053097345,Administrative & Clerical,Moderate
Delivery Manager,0.55,138,1036,0.1332046332046332,Supply Chain & Logistics,Moderate
Tax Associate,0.55,128,1017,0.1258603736479842,Administrative & Clerical,Moderate
Medical Administrative Specialist,0.55,101,919,0.1099020674646354,Medical & Healthcare,Moderate
Tax Professional,0.55,128,1017,0.1258603736479842,Administrative & Clerical,Moderate
Insurance Producer,0.55,110,853,0.1289566236811254,Sales & Marketing,Moderate
Specialist,0.55,169,1195,0.1414225941422594,Medical & Healthcare,Moderate
Contracts Manager,0.55,130,985,0.1319796954314721,Administrative & Clerical,Moderate
Billing Manager,0.55,175,1434,0.1220362622036262,Administrative & Clerical,Moderate
Sourcing Analyst,0.55,151,1204,0.1254152823920265,Supply Chain & Logistics,Moderate
Auto Sales,0.55,147,1318,0.1115326251896813,Sales & Marketing,Moderate
Inside Sales Associate,0.55,193,1720,0.1122093023255813,Sales & Marketing,Moderate
Inside Sales Representative,0.55,192,1716,0.1118881118881118,Sales & Marketing,Moderate
Insurance Sales Agent,0.55,179,1628,0.1099508599508599,Sales & Marketing,Moderate
National Account Executive,0.55,115,1014,0.1134122287968441,Sales & Marketing,Moderate
Pharmaceutical Sales Representative,0.55,120,1045,0.1148325358851674,Sales & Marketing,Moderate
Sales Account Executive,0.55,117,1018,0.1149312377210216,Sales & Marketing,Moderate
Sales Agent,0.55,118,1034,0.1141199226305609,Sales & Marketing,Moderate
Nurse Aide,0.55,49,439,0.1116173120728929,Medical & Healthcare,Moderate
Nurse Technician,0.55,50,447,0.1118568232662192,Medical & Healthcare,Moderate
Nursing Attendant,0.55,54,480,0.1125,Medical & Healthcare,Moderate
Traveling Nurse,0.55,52,533,0.0975609756097561,Medical & Healthcare,Moderate
Bookseller,0.55,81,661,0.1225416036308623,Sales & Marketing,Moderate
Freelance Translator,0.55,133,1125,0.1182222222222222,Data & IT,Moderate
Applications Engineer,0.55,177,1302,0.1359447004608295,Data & IT,Moderate
Digital Marketing,0.55,236,1946,0.1212744090441932,Sales & Marketing,Moderate
Digital Marketing Analyst,0.55,240,1911,0.1255886970172684,Sales & Marketing,Moderate
Digital Marketing Consultant,0.55,238,1911,0.1245421245421245,Sales & Marketing,Moderate
Digital Marketing Coordinator,0.55,241,1923,0.12532501300052,Sales & Marketing,Moderate
Digital Marketing Manager,0.55,240,1920,0.125,Sales & Marketing,Moderate
Digital Marketing Specialist,0.55,241,1923,0.12532501300052,Sales & Marketing,Moderate
Digital Marketing Strategist,0.55,238,1912,0.1244769874476987,Sales & Marketing,Moderate
Email Marketing Specialist,0.55,232,1857,0.1249326871297792,Sales & Marketing,Moderate
Marketing Automation Specialist,0.55,201,1931,0.1040911444847229,Sales & Marketing,Moderate
Marketing Consultant,0.55,200,1637,0.1221747098350641,Sales & Marketing,Moderate
Marketing Operations Manager,0.55,165,1338,0.1233183856502242,Sales & Marketing,Moderate
Social Media Analyst,0.55,247,2115,0.1167848699763593,Sales & Marketing,Moderate
Social Media Consultant,0.55,241,2114,0.1140018921475875,Sales & Marketing,Moderate
Social Media Marketing,0.55,259,2183,0.1186440677966101,Sales & Marketing,Moderate
Vice President Of Marketing,0.55,132,976,0.1352459016393442,Sales & Marketing,Moderate
Vp Marketing,0.54,136,981,0.1386340468909276,Sales & Marketing,Moderate
Business Project Manager,0.53,207,1602,0.1292134831460674,Data & IT,Moderate
Commercial Project Manager,0.53,197,1459,0.1350239890335846,Data & IT,Moderate
Implementation Project Manager,0.53,206,1608,0.1281094527363184,Data & IT,Moderate
Marketing Project Manager,0.52,178,1396,0.1275071633237822,Sales & Marketing,Moderate
Pmo Manager,0.52,148,1192,0.1241610738255033,Data & IT,Moderate
Product Marketing Manager,0.51,173,1350,0.1281481481481481,Sales & Marketing,Moderate
Project Controller,0.51,155,1215,0.1275720164609053,Data & IT,Moderate
Senior Product Manager,0.5,161,1257,0.1280827366746221,Sales & Marketing,Moderate
Dealer,0.5,54,369,0.1463414634146341,Sales & Marketing,Moderate
Personal Shopper,0.5,71,543,0.1307550644567219,Sales & Marketing,Moderate
Store Shopper,0.5,64,529,0.1209829867674858,Sales & Marketing,Moderate
